BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1cor	4	4	01	οὐδὲν	05-06	de nada	expanded
1cor	4	4	02	γὰρ	01	porque	direct
1cor	4	4	03	ἐμαυτῷ	07-09	en contra mía	expanded
1cor	4	4	04	σύνοιδα	03-04	estoy consciente	expanded
1cor	4	4	05	ἀλλʼ	10-11	pero no	expanded
1cor	4	4	06	οὐκ	02	no	direct
1cor	4	4	07	ἐν	12	por	expanded
1cor	4	4	08	τούτῳ	13	eso	direct
1cor	4	4	09	δεδικαίωμαι	14-16	estoy sin culpa	expanded
1cor	4	4	10	ὁ	18-19	el que	expanded
1cor	4	4	11	δὲ	17	pues	direct
1cor	4	4	12	ἀνακρίνων	21	juzga	direct
1cor	4	4	13	με	20	me	direct
1cor	4	4	14	κύριός	23-24	el señor	expanded
1cor	4	4	15	ἐστιν	22	es	direct
