BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1cor	3	13	01	ἑκάστου	03-05	de cada uno	expanded
1cor	3	13	02	τὸ	01	la	direct
1cor	3	13	03	ἔργον	02	obra	direct
1cor	3	13	04	φανερὸν	08	evidente	direct
1cor	3	13	05	γενήσεται	06-07	se hará	expanded
1cor	3	13	06	ἡ	10	el	direct
1cor	3	13	07	γὰρ	09	porque	direct
1cor	3	13	08	ἡμέρα	11	día	direct
1cor	3	13	09	δηλώσει	12-15	la dará a conocer	expanded
1cor	3	13	10	ὅτι	16	pues	direct
1cor	3	13	11	ἐν	17	con	direct
1cor	3	13	12	πυρὶ	18	fuego	direct
1cor	3	13	13	ἀποκαλύπτεται	19-20	será revelada	expanded
1cor	3	13	14	καὶ	-	-	missing
1cor	3	13	15	ἑκάστου	30-32	de cada uno	expanded
1cor	3	13	16	τὸ	28	la	direct
1cor	3	13	17	ἔργον	29	obra	direct
1cor	3	13	18	ὁποῖόν	25-27	la calidad de	expanded
1cor	3	13	19	ἐστιν	-	-	missing
1cor	3	13	20	τὸ	21	el	direct
1cor	3	13	21	πῦρ	22	fuego	direct
1cor	3	13	22	αὐτὸ	23	mismo	direct
1cor	3	13	23	δοκιμάσει	24	probará	direct
