BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1cor	1	11	01	ἐδηλώθη	02-04	he sido informado	expanded
1cor	1	11	02	γάρ	01	porque	direct
1cor	1	11	03	μοι	02-04	he sido informado	shared
1cor	1	11	04	περὶ	05-06	acerca de	expanded
1cor	1	11	05	ὑμῶν	07	ustedes	direct
1cor	1	11	06	ἀδελφοί	08	hermanos	direct
1cor	1	11	07	μου	09	míos	direct
1cor	1	11	08	ὑπὸ	10	por	direct
1cor	1	11	09	τῶν	11	los	direct
1cor	1	11	10	Χλόης	12-13	de cloé	expanded
1cor	1	11	11	ὅτι	14	que	direct
1cor	1	11	12	ἔριδες	16	discusiones	direct
1cor	1	11	13	ἐν	17	entre	direct
1cor	1	11	14	ὑμῖν	18	ustedes	direct
1cor	1	11	15	εἰσιν	15	hay	direct
