BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	11	3	01	θέλω	01,02	pero quiero	expanded
1corintios	11	3	02	δὲ	-	-	missing
1corintios	11	3	03	ὑμᾶς	03,04	que sepan	expanded
1corintios	11	3	04	εἰδέναι	03,04	que sepan	shared
1corintios	11	3	05	ὅτι	05	que	direct
1corintios	11	3	06	παντὸς	08,09	de todo	expanded
1corintios	11	3	07	ἀνδρὸς	10	hombre	direct
1corintios	11	3	08	ἡ	06	la	direct
1corintios	11	3	09	κεφαλὴ	07	cabeza	direct
1corintios	11	3	10	ὁ	12	cristo	direct
1corintios	11	3	11	χριστός	13	y	direct
1corintios	11	3	12	ἐστιν	11	es	direct
1corintios	11	3	13	κεφαλὴ	16	de	direct
1corintios	11	3	14	δὲ	14,15	la cabeza	expanded
1corintios	11	3	15	γυναικὸς	17	la	direct
1corintios	11	3	16	ὁ	18	mujer	direct
1corintios	11	3	17	ἀνήρ	19	es	direct
1corintios	11	3	18	κεφαλὴ	24	cabeza	direct
1corintios	11	3	19	δὲ	20,21,22,23	el hombre y la	expanded
1corintios	11	3	20	τοῦ	25	de	direct
1corintios	11	3	21	χριστοῦ	26	cristo	direct
1corintios	11	3	22	ὁ	20,21,22,23	el hombre y la	shared
1corintios	11	3	23	θεός	27,28	es dios	expanded
