BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	12	30	01	μὴ	01	acaso	direct
1corintios	12	30	02	πάντες	02,03	tienen todos	expanded
1corintios	12	30	03	χαρίσματα	04	dones	direct
1corintios	12	30	04	ἔχουσιν	02	tienen	shared
1corintios	12	30	05	ἰαμάτων	05,06	de sanidad	expanded
1corintios	12	30	06	μὴ	07	acaso	direct
1corintios	12	30	07	πάντες	08,09	hablan todos	expanded
1corintios	12	30	08	γλώσσαις	10,11	en lenguas	expanded
1corintios	12	30	09	λαλοῦσιν	08	hablan	shared
1corintios	12	30	10	μὴ	12	acaso	direct
1corintios	12	30	11	πάντες	13,14	interpretan todos	expanded
1corintios	12	30	12	διερμηνεύουσιν	13	interpretan	shared
