BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	11	13	01	ἐν	01,02,03	juzguen ustedes mismos	expanded
1corintios	11	13	02	ὑμῖν	04	es	direct
1corintios	11	13	03	αὐτοῖς	05	propio	direct
1corintios	11	13	04	κρίνατε	06	que	direct
1corintios	11	13	05	πρέπον	07	la	direct
1corintios	11	13	06	ἐστὶν	08	mujer	direct
1corintios	11	13	07	γυναῖκα	09,10,11	ore a dios	expanded
1corintios	11	13	08	ἀκατακάλυπτον	12	con	direct
1corintios	11	13	09	τῷ	13	la	direct
1corintios	11	13	10	θεῷ	14	cabeza	direct
1corintios	11	13	11	προσεύχεσθαι	15	descubierta	direct
