BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	12	2	01	οἴδατε	01	ustedes	direct
1corintios	12	2	02	ὅτι	02	saben	direct
1corintios	12	2	03	ὅτε	03	que	direct
1corintios	12	2	04	ἔθνη	04	cuando	direct
1corintios	12	2	05	ἦτε	05,06	eran paganos	expanded
1corintios	12	2	06	πρὸς	14	hacia	direct
1corintios	12	2	07	τὰ	15,16	los ídolos	expanded
1corintios	12	2	08	εἴδωλα	15,16	los ídolos	shared
1corintios	12	2	09	τὰ	17	mudos	direct
1corintios	12	2	10	ἄφωνα	17	mudos	shared
1corintios	12	2	11	ὡς	07,08,09,10,11,12,13	de una manera u otra eran arrastrados	expanded
1corintios	12	2	12	ἂν	07,08,09,10,11,12,13	de una manera u otra eran arrastrados	shared
1corintios	12	2	13	ἤγεσθε	07,08,09,10,11,12,13	de una manera u otra eran arrastrados	shared
1corintios	12	2	14	ἀπαγόμενοι	14	hacia	shared
