BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	4	10	01	πῶς	01	Entonces,	direct
romanos	4	10	02	οὖν	02	¿cómo	direct
romanos	4	10	03	ἐλογίσθη;	03	le	direct
romanos	4	10	04	ἐν	04,05,06	fue contada? ¿Siendo	expanded
romanos	4	10	05	περιτομῇ	07	circunciso	direct
romanos	4	10	06	ὄντι	08	o	direct
romanos	4	10	07	ἢ	09	incircunciso?	direct
romanos	4	10	08	ἐν	10,11,12	No siendo circunciso,	expanded
romanos	4	10	09	ἀκροβυστίᾳ;	13	sino	direct
romanos	4	10	10	οὐκ	14	siendo	direct
romanos	4	10	11	ἐν	15	incircunciso.	expanded
romanos	4	10	12	περιτομῇ	-	-	missing
romanos	4	10	13	ἀλλʼ	-	-	missing
romanos	4	10	14	ἐν	-	-	missing
romanos	4	10	15	ἀκροβυστίᾳ·	-	-	missing
