BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	8	10	01	εἰ	01,02,03	Y si Cristo	expanded
romanos	8	10	02	δὲ	01,02,03	Y si Cristo	shared
romanos	8	10	03	Χριστὸς	04	está	direct
romanos	8	10	04	ἐν	05,06,07	en ustedes, aunque	expanded
romanos	8	10	05	ὑμῖν,	08	el	direct
romanos	8	10	06	τὸ	09	cuerpo	direct
romanos	8	10	07	μὲν	10	esté	direct
romanos	8	10	08	σῶμα	11	muerto	direct
romanos	8	10	09	νεκρὸν	12	a	direct
romanos	8	10	10	διὰ	13,14,15	causa del pecado,	expanded
romanos	8	10	11	ἁμαρτίαν,	16	sin	direct
romanos	8	10	12	τὸ	18	el	direct
romanos	8	10	13	δὲ	19,20	espíritu está	expanded
romanos	8	10	14	πνεῦμα	21	vivo	direct
romanos	8	10	15	ζωὴ	22	a	direct
romanos	8	10	16	διὰ	23,24,25	causa de la	expanded
romanos	8	10	17	δικαιοσύνην.	26	justicia.	direct
