BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	4	5	01	τῷ	01	pero	direct
romanos	4	5	02	δὲ	02,03	al que	expanded
romanos	4	5	03	μὴ	04	no	direct
romanos	4	5	04	ἐργαζομένῳ,	05	trabaja,	direct
romanos	4	5	05	πιστεύοντι	06	pero	direct
romanos	4	5	06	δὲ	07,08	cree en	expanded
romanos	4	5	07	ἐπὶ	09,10,11	Aquel que justifica	expanded
romanos	4	5	08	τὸν	12	al	direct
romanos	4	5	09	δικαιοῦντα	13	impío,	direct
romanos	4	5	10	τὸν	14	su	direct
romanos	4	5	11	ἀσεβῆ,	15	fe	direct
romanos	4	5	12	λογίζεται	16	se	direct
romanos	4	5	13	ἡ	17	le	direct
romanos	4	5	14	πίστις	18	cuenta	direct
romanos	4	5	15	αὐτοῦ	19	por	direct
romanos	4	5	16	εἰς	20	justicia.	direct
romanos	4	5	17	δικαιοσύνην,	-	-	missing
