BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	9	8	01	τοῦτʼ	01	Esto	direct
romanos	9	8	02	ἔστιν,	02	es,	direct
romanos	9	8	03	οὐ	03	no	direct
romanos	9	8	04	τὰ	05	los	direct
romanos	9	8	05	τέκνα	06	hijos	direct
romanos	9	8	06	τῆς	07	de	direct
romanos	9	8	07	σαρκὸς	08	la	direct
romanos	9	8	08	ταῦτα	09	carne	direct
romanos	9	8	09	τέκνα	13	hijos	direct
romanos	9	8	10	τοῦ	14	de	direct
romanos	9	8	11	θεοῦ,	15	Dios,	direct
romanos	9	8	12	ἀλλὰ	16,17	sino que	expanded
romanos	9	8	13	τὰ	18	los	direct
romanos	9	8	14	τέκνα	19	hijos	direct
romanos	9	8	15	τῆς	20	de	direct
romanos	9	8	16	ἐπαγγελίας	21	la	direct
romanos	9	8	17	λογίζεται	22	promesa	direct
romanos	9	8	18	εἰς	23	son	direct
romanos	9	8	19	σπέρμα·	24	considerados	direct
