BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	8	35	01	τίς	01	¿Quién	direct
romanos	8	35	02	ἡμᾶς	02	nos	direct
romanos	8	35	03	χωρίσει	03	separará	direct
romanos	8	35	04	ἀπὸ	04	del	direct
romanos	8	35	05	τῆς	05	amor	direct
romanos	8	35	06	ἀγάπης	06	de	direct
romanos	8	35	07	τοῦ	07	Cristo?	direct
romanos	8	35	08	Χριστοῦ;	08	¿Tribulación,	direct
romanos	8	35	09	θλῖψις	09	o	direct
romanos	8	35	10	ἢ	11	o	direct
romanos	8	35	11	στενοχωρία	12	persecución,	direct
romanos	8	35	12	ἢ	13	o	direct
romanos	8	35	13	διωγμὸς	14	hambre,	direct
romanos	8	35	14	ἢ	15	o	direct
romanos	8	35	15	λιμὸς	16	desnudez,	direct
romanos	8	35	16	ἢ	17	o	direct
romanos	8	35	17	γυμνότης	18	peligro,	direct
romanos	8	35	18	ἢ	19	o	direct
romanos	8	35	19	κίνδυνος	20	espada?	direct
romanos	8	35	20	ἢ	-	-	missing
romanos	8	35	21	μάχαιρα;	-	-	missing
