BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	7	6	01	νυνὶ	01	Pero	direct
romanos	7	6	02	δὲ	02,03	ahora hemos	expanded
romanos	7	6	03	κατηργήθημεν	04	quedado	direct
romanos	7	6	04	ἀπὸ	05	libres	direct
romanos	7	6	05	τοῦ	06	de	direct
romanos	7	6	06	νόμου,	07	la	direct
romanos	7	6	07	ἀποθανόντες	08	ley,	direct
romanos	7	6	08	ἐν	09,10,11	habiendo muerto a	expanded
romanos	7	6	09	ᾧ	12	lo	direct
romanos	7	6	10	κατειχόμεθα,	13	que	direct
romanos	7	6	11	ὥστε	14	nos	direct
romanos	7	6	12	δουλεύειν	15	ataba,	direct
romanos	7	6	13	ἡμᾶς	16	de	direct
romanos	7	6	14	ἐν	17,18,19	modo que sirvamos	expanded
romanos	7	6	15	καινότητι	20	en	direct
romanos	7	6	16	πνεύματος	21	la	direct
romanos	7	6	17	καὶ	22,23	novedad del	expanded
romanos	7	6	18	οὐ	26	no	direct
romanos	7	6	19	παλαιότητι	27	en	direct
romanos	7	6	20	γράμματος.	28	el	direct
