BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	10	21	01	πρὸς	04	a	direct
romanos	10	21	02	δὲ	05,06	Israel, dice:	expanded
romanos	10	21	03	τὸν	07	«TODO	direct
romanos	10	21	04	Ἰσραὴλ	08	EL	direct
romanos	10	21	05	λέγει·	09	DÍA	direct
romanos	10	21	06	Ὅλην	10	HE	direct
romanos	10	21	07	τὴν	11	EXTENDIDO	direct
romanos	10	21	08	ἡμέραν	12	MIS	direct
romanos	10	21	09	ἐξεπέτασα	13	MANOS	direct
romanos	10	21	10	τὰς	14	A	direct
romanos	10	21	11	χεῖράς	15	UN	direct
romanos	10	21	12	μου	16	PUEBLO	direct
romanos	10	21	13	πρὸς	17	DESOBEDIENTE	direct
romanos	10	21	14	λαὸν	18	Y	direct
romanos	10	21	15	ἀπειθοῦντα	19	REBELDE».	direct
romanos	10	21	16	καὶ	-	-	missing
romanos	10	21	17	ἀντιλέγοντα.	-	-	missing
