BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1cor	7	12	01	Τοῖς	02	a	direct
1cor	7	12	02	δὲ	01	pero	direct
1cor	7	12	03	λοιποῖς	03-04	los demás	expanded
1cor	7	12	04	λέγω	05	digo	direct
1cor	7	12	05	ἐγώ	06	yo	direct
1cor	7	12	06	οὐχ	07	no	direct
1cor	7	12	07	ὁ	08	el	direct
1cor	7	12	08	κύριος	09	señor	direct
1cor	7	12	09	εἴ	10-11	que si	expanded
1cor	7	12	10	τις	12	un	direct
1cor	7	12	11	ἀδελφὸς	13	hermano	direct
1cor	7	12	12	γυναῖκα	15-16	una mujer	expanded
1cor	7	12	13	ἔχει	14	tiene	direct
1cor	7	12	14	ἄπιστον	17-20	que no es creyente	expanded
1cor	7	12	15	καὶ	21	y	direct
1cor	7	12	16	αὕτη	22	ella	direct
1cor	7	12	17	συνευδοκεῖ	23-24	consiente en	expanded
1cor	7	12	18	οἰκεῖν	25	vivir	direct
1cor	7	12	19	μετʼ	26	con	direct
1cor	7	12	20	αὐτοῦ	27	él	direct
1cor	7	12	21	μὴ	28	no	direct
1cor	7	12	22	ἀφιέτω	30	abandone	direct
1cor	7	12	23	αὐτήν	29	la	direct
