BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	12	18	01	νυνὶ	01	ahora	direct
1corintios	12	18	02	δὲ	02,03	bien dios	expanded
1corintios	12	18	03	ὁ	04	ha	direct
1corintios	12	18	04	θεὸς	05	colocado	direct
1corintios	12	18	05	ἔθετο	06	a	direct
1corintios	12	18	06	τὰ	07	cada	direct
1corintios	12	18	07	μέλη	08	uno	direct
1corintios	12	18	08	ἓν	09	de	direct
1corintios	12	18	09	ἕκαστον	10	los	direct
1corintios	12	18	10	αὐτῶν	11	miembros	direct
1corintios	12	18	11	ἐν	12,13,14	en el cuerpo	expanded
1corintios	12	18	12	τῷ	15	según	direct
1corintios	12	18	13	σώματι	16	le	direct
1corintios	12	18	14	καθὼς	17	agradó	direct
1corintios	12	18	15	ἠθέλησεν	-	-	missing
