BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1cor	4	9	01	δοκῶ	02-03	pienso que	expanded
1cor	4	9	02	γάρ	01	porque	direct
1cor	4	9	03	ὁ	-	-	missing
1cor	4	9	04	θεὸς	04	dios	direct
1cor	4	9	05	ἡμᾶς	05	nos	direct
1cor	4	9	06	τοὺς	09-10	nosotros los	expanded
1cor	4	9	07	ἀποστόλους	11	apóstoles	direct
1cor	4	9	08	ἐσχάτους	12-14	en último lugar	expanded
1cor	4	9	09	ἀπέδειξεν	06-08	ha exhibido a	expanded
1cor	4	9	10	ὡς	15-16	como a	expanded
1cor	4	9	11	ἐπιθανατίους	17-19	sentenciados a muerte	expanded
1cor	4	9	12	ὅτι	20	porque	direct
1cor	4	9	13	θέατρον	25-26	un espectáculo	expanded
1cor	4	9	14	ἐγενήθημεν	21-24	hemos llegado a ser	expanded
1cor	4	9	15	τῷ	27-28	para el	expanded
1cor	4	9	16	κόσμῳ	29	mundo	direct
1cor	4	9	17	καὶ	30-31	tanto para	expanded
1cor	4	9	18	ἀγγέλοις	32-33	los ángeles	expanded
1cor	4	9	19	καὶ	34-35	como para	expanded
1cor	4	9	20	ἀνθρώποις	36-37	los hombres	expanded
