BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	12	2	01	οἴδατε	01	ustedes	direct
1corintios	12	2	02	ὅτι	02	saben	direct
1corintios	12	2	03	ὅτε	03	que	direct
1corintios	12	2	04	ἔθνη	04	cuando	direct
1corintios	12	2	05	ἦτε	05	eran	direct
1corintios	12	2	06	πρὸς	06	paganos	direct
1corintios	12	2	07	τὰ	07	de	direct
1corintios	12	2	08	εἴδωλα	08	una	direct
1corintios	12	2	09	τὰ	09	manera	direct
1corintios	12	2	10	ἄφωνα	10	u	direct
1corintios	12	2	11	ὡς	11	otra	direct
1corintios	12	2	12	ἂν	12	eran	direct
1corintios	12	2	13	ἤγεσθε	13	arrastrados	direct
1corintios	12	2	14	ἀπαγόμενοι	14	hacia	direct
