BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1cor	5	10	01	οὐ	01	no	direct
1cor	5	10	02	πάντως	02-03	me refería	expanded
1cor	5	10	03	τοῖς	04-06	a la gente	expanded
1cor	5	10	04	πόρνοις	07	inmoral	direct
1cor	5	10	05	τοῦ	08	de	direct
1cor	5	10	06	κόσμου	10	mundo	direct
1cor	5	10	07	τούτου	09	este	direct
1cor	5	10	08	ἢ	11	o	direct
1cor	5	10	09	τοῖς	12-13	a los	expanded
1cor	5	10	10	πλεονέκταις	14	codiciosos	direct
1cor	5	10	11	καὶ	15	y	direct
1cor	5	10	12	ἅρπαξιν	16	estafadores	direct
1cor	5	10	13	ἢ	17	o	direct
1cor	5	10	14	εἰδωλολάτραις	18-20	a los idólatras	expanded
1cor	5	10	15	ἐπεὶ	21	porque	direct
1cor	5	10	16	ὠφείλετε	23-24	tendrían ustedes	expanded
1cor	5	10	17	ἄρα	22	entonces	direct
1cor	5	10	18	ἐκ	26	salirse	expanded
1cor	5	10	19	τοῦ	27	del	direct
1cor	5	10	20	κόσμου	28	mundo	direct
1cor	5	10	21	ἐξελθεῖν	25	que	expanded
