BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	7	18	01	περιτετμημένος	04-05	ya circuncidado	expanded
1corintios	7	18	02	τις	03	alguno	direct
1corintios	7	18	03	ἐκλήθη;	01-02,07-09	fue llamado circuncidado fue llamado	expanded
1corintios	7	18	04	μὴ	-	-	missing
1corintios	7	18	05	ἐπισπάσθω	06	quédese	direct
1corintios	7	18	06	ἐν	11	estando	direct
1corintios	7	18	07	ἀκροβυστίᾳ	12	incircuncidado	direct
1corintios	7	18	08	κέκληταί	08-09	fue llamado	shared
1corintios	7	18	09	τις;	10	alguien	direct
1corintios	7	18	10	μὴ	13	no	direct
1corintios	7	18	11	περιτεμνέσθω	14-15	se circuncide	expanded
