BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1cor	3	10	01	κατὰ	01-02	conforme a	expanded
1cor	3	10	02	τὴν	03	la	direct
1cor	3	10	03	χάριν	04	gracia	direct
1cor	3	10	04	τοῦ	05	de	direct
1cor	3	10	05	θεοῦ	06	dios	direct
1cor	3	10	06	τὴν	07	que	expanded
1cor	3	10	07	δοθεῖσάν	09-10	fue dada	expanded
1cor	3	10	08	μοι	08	me	direct
1cor	3	10	09	ὡς	11-12	yo como	expanded
1cor	3	10	10	σοφὸς	13	sabio	direct
1cor	3	10	11	ἀρχιτέκτων	14	arquitecto	direct
1cor	3	10	12	θεμέλιον	16-17	el fundamento	expanded
1cor	3	10	13	ἔθηκα	15	puse	direct
1cor	3	10	14	ἄλλος	19	otro	direct
1cor	3	10	15	δὲ	18	y	expanded
1cor	3	10	16	ἐποικοδομεῖ	20-22	edifica sobre él	expanded
1cor	3	10	17	ἕκαστος	24-25	cada uno	expanded
1cor	3	10	18	δὲ	23	pero	direct
1cor	3	10	19	βλεπέτω	26-27	tenga cuidado	expanded
1cor	3	10	20	πῶς	28	cómo	direct
1cor	3	10	21	ἐποικοδομεῖ	29-30	edifica encima	expanded
