BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	15	23	01	νυνὶ	01	Pero	direct
romanos	15	23	02	δὲ	02,03	ahora, no	expanded
romanos	15	23	03	μηκέτι	04	quedando	direct
romanos	15	23	04	τόπον	05	ya	direct
romanos	15	23	05	ἔχων	06	más	direct
romanos	15	23	06	ἐν	07,08,09	lugares para mí	expanded
romanos	15	23	07	τοῖς	10	en	direct
romanos	15	23	08	κλίμασι	11	estas	direct
romanos	15	23	09	τούτοις,	12	regiones,	direct
romanos	15	23	10	ἐπιποθίαν	13	y	direct
romanos	15	23	11	δὲ	14,15	puesto que	expanded
romanos	15	23	12	ἔχων	16	por	direct
romanos	15	23	13	τοῦ	24	de	direct
romanos	15	23	14	ἐλθεῖν	25	ir	direct
romanos	15	23	15	πρὸς	26	a	direct
romanos	15	23	16	ὑμᾶς	27	ustedes,	direct
romanos	15	23	17	ἀπὸ	-	-	missing
romanos	15	23	18	⸀ἱκανῶν	-	-	missing
romanos	15	23	19	ἐτῶν,	-	-	missing
