BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	4	20	01	εἰς	01	Sin	direct
romanos	4	20	02	δὲ	02,03	embargo, respecto	expanded
romanos	4	20	03	τὴν	05	la	direct
romanos	4	20	04	ἐπαγγελίαν	06	promesa	direct
romanos	4	20	05	τοῦ	07	de	direct
romanos	4	20	06	θεοῦ	08,09	Dios, Abraham	expanded
romanos	4	20	07	οὐ	10	no	direct
romanos	4	20	08	διεκρίθη	11	titubeó	direct
romanos	4	20	09	τῇ	12,13	con incredulidad,	expanded
romanos	4	20	10	ἀπιστίᾳ	14	sino	direct
romanos	4	20	11	ἀλλὰ	15,16	que se	expanded
romanos	4	20	12	ἐνεδυναμώθη	17	fortaleció	direct
romanos	4	20	13	τῇ	18,19	en fe,	expanded
romanos	4	20	14	πίστει,	20	dando	direct
romanos	4	20	15	δοὺς	21	gloria	direct
romanos	4	20	16	δόξαν	22	a	direct
romanos	4	20	17	τῷ	23	Dios,	direct
romanos	4	20	18	θεῷ	-	-	missing
