BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	12	5	01	οὕτως	01	así	direct
romanos	12	5	02	οἱ	02	nosotros,	direct
romanos	12	5	03	πολλοὶ	03	que	direct
romanos	12	5	04	ἓν	04	somos	direct
romanos	12	5	05	σῶμά	05	muchos,	direct
romanos	12	5	06	ἐσμεν	06	somos	direct
romanos	12	5	07	ἐν	07,08,09	un cuerpo en	expanded
romanos	12	5	08	Χριστῷ,	10	Cristo	direct
romanos	12	5	09	⸀τὸ	11	e	direct
romanos	12	5	10	δὲ	12,13	individualmente miembros	expanded
romanos	12	5	11	καθʼ	14	los	direct
romanos	12	5	12	εἷς	15	unos	direct
romanos	12	5	13	ἀλλήλων	16	de	direct
romanos	12	5	14	μέλη.	17	los	direct
