BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	2	23	01	ὃς	01	Tú	direct
romanos	2	23	02	ἐν	02,03,04	que te jactas	expanded
romanos	2	23	03	νόμῳ	05	de	direct
romanos	2	23	04	καυχᾶσαι,	06	la	direct
romanos	2	23	05	διὰ	07,08,09	ley, ¿violando la	expanded
romanos	2	23	06	τῆς	10	ley	direct
romanos	2	23	07	παραβάσεως	11	deshonras	direct
romanos	2	23	08	τοῦ	12	a	direct
romanos	2	23	09	νόμου	13	Dios?	direct
romanos	2	23	10	τὸν	-	-	missing
romanos	2	23	11	θεὸν	-	-	missing
romanos	2	23	12	ἀτιμάζεις;	-	-	missing
