BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	3	5	01	εἰ	01,02,03	Pero si nuestra	expanded
romanos	3	5	02	δὲ	01,02,03	Pero si nuestra	shared
romanos	3	5	03	ἡ	07	la	direct
romanos	3	5	04	ἀδικία	08	justicia	direct
romanos	3	5	05	ἡμῶν	09	de	direct
romanos	3	5	06	θεοῦ	10,11	Dios, ¿qué	expanded
romanos	3	5	07	δικαιοσύνην	12	diremos?	direct
romanos	3	5	08	συνίστησιν,	13	¿Acaso	direct
romanos	3	5	09	τί	14	es	direct
romanos	3	5	10	ἐροῦμεν;	15	injusto	direct
romanos	3	5	11	μὴ	16	el	direct
romanos	3	5	12	ἄδικος	17	Dios	direct
romanos	3	5	13	ὁ	18	que	direct
romanos	3	5	14	θεὸς	19	expresa	direct
romanos	3	5	15	ὁ	20	Su	direct
romanos	3	5	16	ἐπιφέρων	21	ira?	direct
romanos	3	5	17	τὴν	22	Hablo	direct
romanos	3	5	18	ὀργήν;	23	en	direct
romanos	3	5	19	κατὰ	24	términos	direct
romanos	3	5	20	ἄνθρωπον	25	humanos.	direct
romanos	3	5	21	λέγω.	-	-	missing
