BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	8	22	01	οἴδαμεν	01	Pues	direct
romanos	8	22	02	γὰρ	02	sabemos	direct
romanos	8	22	03	ὅτι	03	que	direct
romanos	8	22	04	πᾶσα	04	la	direct
romanos	8	22	05	ἡ	05	creación	direct
romanos	8	22	06	κτίσις	06	entera	direct
romanos	8	22	07	συστενάζει	07	gime	direct
romanos	8	22	08	καὶ	08,09	y sufre	expanded
romanos	8	22	09	συνωδίνει	10	hasta	direct
romanos	8	22	10	ἄχρι	11	ahora	direct
romanos	8	22	11	τοῦ	13	de	direct
romanos	8	22	12	νῦν·	14	parto.	direct
