BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	14	10	01	Σὺ	01	Pero	direct
romanos	14	10	02	δὲ	02,03	tú, ¿por	expanded
romanos	14	10	03	τί	04	qué	direct
romanos	14	10	04	κρίνεις	05	juzgas	direct
romanos	14	10	05	τὸν	06	a	direct
romanos	14	10	06	ἀδελφόν	07	tu	direct
romanos	14	10	07	σου;	08	hermano?	direct
romanos	14	10	08	ἢ	09	O	direct
romanos	14	10	09	καὶ	10,11	también, tú,	expanded
romanos	14	10	10	σὺ	12	¿por	direct
romanos	14	10	11	τί	13	qué	direct
romanos	14	10	12	ἐξουθενεῖς	14	desprecias	direct
romanos	14	10	13	τὸν	15	a	direct
romanos	14	10	14	ἀδελφόν	16	tu	direct
romanos	14	10	15	σου;	17	hermano?	direct
romanos	14	10	16	πάντες	18	Porque	direct
romanos	14	10	17	γὰρ	19	todos	direct
romanos	14	10	18	παραστησόμεθα	20	compareceremos	direct
romanos	14	10	19	τῷ	22	el	direct
romanos	14	10	20	βήματι	23	tribunal	direct
romanos	14	10	21	τοῦ	24	de	direct
romanos	14	10	22	⸀θεοῦ,	25	Dios.	direct
