BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	6	21	01	τίνα	01	¿Qué	direct
romanos	6	21	02	οὖν	02	fruto	direct
romanos	6	21	03	καρπὸν	03	tenían	direct
romanos	6	21	04	εἴχετε	04	entonces	direct
romanos	6	21	05	τότε	05	en	direct
romanos	6	21	06	ἐφʼ	06	aquellas	direct
romanos	6	21	07	οἷς	07	cosas	direct
romanos	6	21	08	νῦν	08	de	direct
romanos	6	21	09	ἐπαισχύνεσθε;	09	las	direct
romanos	6	21	10	τὸ	15	el	direct
romanos	6	21	11	γὰρ	16	fin	direct
romanos	6	21	12	τέλος	17	de	direct
romanos	6	21	13	ἐκείνων	18	esas	direct
romanos	6	21	14	θάνατος·	19	cosas	direct
