BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	1	24	01	⸀Διὸ	01	Por	direct
romanos	1	24	02	παρέδωκεν	02	lo	direct
romanos	1	24	03	αὐτοὺς	03	cual	direct
romanos	1	24	04	ὁ	04	Dios	direct
romanos	1	24	05	θεὸς	05	los	direct
romanos	1	24	06	ἐν	06,07,08	entregó a la	expanded
romanos	1	24	07	ταῖς	09	impureza	direct
romanos	1	24	08	ἐπιθυμίαις	10	en	direct
romanos	1	24	09	τῶν	11,12	la lujuria	expanded
romanos	1	24	10	καρδιῶν	13	de	direct
romanos	1	24	11	αὐτῶν	14	sus	direct
romanos	1	24	12	εἰς	15	corazones,	direct
romanos	1	24	13	ἀκαθαρσίαν	16	de	direct
romanos	1	24	14	τοῦ	17	modo	direct
romanos	1	24	15	ἀτιμάζεσθαι	18	que	direct
romanos	1	24	16	τὰ	19	deshonraron	direct
romanos	1	24	17	σώματα	20	entre	direct
romanos	1	24	18	αὐτῶν	21	sí	direct
romanos	1	24	19	ἐν	22,23,24	sus propios cuerpos.	expanded
romanos	1	24	20	⸀αὐτοῖς,	-	-	missing
