BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	2	29	01	ἀλλʼ	01,02	Pues es	expanded
romanos	2	29	02	ὁ	03	judío	direct
romanos	2	29	03	ἐν	04,05,06	el que lo	expanded
romanos	2	29	04	τῷ	07	es	direct
romanos	2	29	05	κρυπτῷ	08	interiormente,	direct
romanos	2	29	06	Ἰουδαῖος,	09	y	direct
romanos	2	29	07	καὶ	10,11	la circuncisión	expanded
romanos	2	29	08	περιτομὴ	12	es	direct
romanos	2	29	09	καρδίας	13	la	direct
romanos	2	29	10	ἐν	14,15,16	del corazón, por	expanded
romanos	2	29	11	πνεύματι	17	el	direct
romanos	2	29	12	οὐ	19	no	direct
romanos	2	29	13	γράμματι,	20	por	direct
romanos	2	29	14	οὗ	21	la	direct
romanos	2	29	15	ὁ	22	letra;	direct
romanos	2	29	16	ἔπαινος	23	la	direct
romanos	2	29	17	οὐκ	27	no	direct
romanos	2	29	18	ἐξ	28	procede	direct
romanos	2	29	19	ἀνθρώπων	29	de	direct
romanos	2	29	20	ἀλλʼ	30,31	los hombres,	expanded
romanos	2	29	21	ἐκ	32	sino	direct
romanos	2	29	22	τοῦ	33	de	direct
romanos	2	29	23	θεοῦ.	34	Dios.	direct
