BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	15	3	01	καὶ	01,02	Pues ni	expanded
romanos	15	3	02	γὰρ	03	aun	direct
romanos	15	3	03	ὁ	04	Cristo	direct
romanos	15	3	04	Χριστὸς	05	se	direct
romanos	15	3	05	οὐχ	06	agradó	direct
romanos	15	3	06	ἑαυτῷ	07	a	direct
romanos	15	3	07	ἤρεσεν·	08	Él	direct
romanos	15	3	08	ἀλλὰ	09,10	mismo; antes	expanded
romanos	15	3	09	καθὼς	11	bien,	direct
romanos	15	3	10	γέγραπται·	12	como	direct
romanos	15	3	11	Οἱ	13	está	direct
romanos	15	3	12	ὀνειδισμοὶ	14	escrito:	direct
romanos	15	3	13	τῶν	15,16	«LOS INSULTOS	expanded
romanos	15	3	14	ὀνειδιζόντων	17	DE	direct
romanos	15	3	15	σε	18	LOS	direct
romanos	15	3	16	ἐπέπεσαν	19	QUE	direct
romanos	15	3	17	ἐπʼ	20	TE	direct
romanos	15	3	18	ἐμέ.	21	INJURIABAN	direct
