BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	8	31	01	Τί	01	Entonces,	direct
romanos	8	31	02	οὖν	02	¿qué	direct
romanos	8	31	03	ἐροῦμεν	03	diremos	direct
romanos	8	31	04	πρὸς	04	a	direct
romanos	8	31	05	ταῦτα;	05	esto?	direct
romanos	8	31	06	εἰ	06	Si	direct
romanos	8	31	07	ὁ	07	Dios	direct
romanos	8	31	08	θεὸς	08	está	direct
romanos	8	31	09	ὑπὲρ	09	por	direct
romanos	8	31	10	ἡμῶν,	10	nosotros,	direct
romanos	8	31	11	τίς	11	¿quién	direct
romanos	8	31	12	καθʼ	12	estará	direct
romanos	8	31	13	ἡμῶν;	13	contra	direct
