BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	4	16	01	Διὰ	01	Por	direct
romanos	4	16	02	τοῦτο	02	eso	direct
romanos	4	16	03	ἐκ	03	es	direct
romanos	4	16	04	πίστεως,	04	por	direct
romanos	4	16	05	ἵνα	05,06,07,08	fe, para que esté	expanded
romanos	4	16	06	κατὰ	09	de	direct
romanos	4	16	07	χάριν,	10	acuerdo	direct
romanos	4	16	08	εἰς	11	con	direct
romanos	4	16	09	τὸ	12	la	direct
romanos	4	16	10	εἶναι	13,14	gracia, a	expanded
romanos	4	16	11	βεβαίαν	15	fin	direct
romanos	4	16	12	τὴν	18	la	direct
romanos	4	16	13	ἐπαγγελίαν	19	promesa	direct
romanos	4	16	14	παντὶ	20	sea	direct
romanos	4	16	15	τῷ	21	firme	direct
romanos	4	16	16	σπέρματι,	22	para	direct
romanos	4	16	17	οὐ	26	no	direct
romanos	4	16	18	τῷ	27	solo	direct
romanos	4	16	19	ἐκ	28	a	direct
romanos	4	16	20	τοῦ	32	de	direct
romanos	4	16	21	νόμου	33	la	direct
romanos	4	16	22	μόνον	34	ley,	direct
romanos	4	16	23	ἀλλὰ	35,36	sino también	expanded
romanos	4	16	24	καὶ	37,38	a los	expanded
romanos	4	16	25	τῷ	39	que	direct
romanos	4	16	26	ἐκ	40	son	direct
romanos	4	16	27	πίστεως	41	de	direct
romanos	4	16	28	Ἀβραάμ	42	la	direct
romanos	4	16	29	(ὅς	43	fe	direct
romanos	4	16	30	ἐστιν	47	es	direct
romanos	4	16	31	πατὴρ	48	padre	direct
romanos	4	16	32	πάντων	49	de	direct
romanos	4	16	33	ἡμῶν,	50	todos	direct
