BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	16	15	01	ἀσπάσασθε	01	Saluden	direct
romanos	16	15	02	Φιλόλογον	02	a	direct
romanos	16	15	03	καὶ	03,04	Filólogo y	expanded
romanos	16	15	04	Ἰουλίαν,	05	a	direct
romanos	16	15	05	Νηρέα	06	Julia,	direct
romanos	16	15	06	καὶ	07,08	a Nereo	expanded
romanos	16	15	07	τὴν	09	y	direct
romanos	16	15	08	ἀδελφὴν	10	a	direct
romanos	16	15	09	αὐτοῦ,	11	su	direct
romanos	16	15	10	καὶ	12,13	hermana, y	expanded
romanos	16	15	11	Ὀλυμπᾶν	14	a	direct
romanos	16	15	12	καὶ	15,16	Olimpas, y	expanded
romanos	16	15	13	τοὺς	17	a	direct
romanos	16	15	14	σὺν	18	todos	direct
romanos	16	15	15	αὐτοῖς	19	los	direct
romanos	16	15	16	πάντας	20	santos	direct
romanos	16	15	17	ἁγίους.	21	que	direct
