BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	15	26	01	εὐδόκησαν	01	pues	direct
romanos	15	26	02	γὰρ	02	Macedonia	direct
romanos	15	26	03	Μακεδονία	03	y	direct
romanos	15	26	04	καὶ	04,05	Acaya han	expanded
romanos	15	26	05	Ἀχαΐα	06	tenido	direct
romanos	15	26	06	κοινωνίαν	07	a	direct
romanos	15	26	07	τινὰ	08	bien	direct
romanos	15	26	08	ποιήσασθαι	09	hacer	direct
romanos	15	26	09	εἰς	10	una	direct
romanos	15	26	10	τοὺς	11	colecta	direct
romanos	15	26	11	πτωχοὺς	12	para	direct
romanos	15	26	12	τῶν	13,14	los pobres	expanded
romanos	15	26	13	ἁγίων	15	de	direct
romanos	15	26	14	τῶν	16,17	entre los	expanded
romanos	15	26	15	ἐν	18,19,20	santos que están	expanded
romanos	15	26	16	Ἰερουσαλήμ.	21	en	direct
