BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	2	12	01	Ὅσοι	01	Pues	direct
romanos	2	12	02	γὰρ	02	todos	direct
romanos	2	12	03	ἀνόμως	03	los	direct
romanos	2	12	04	ἥμαρτον,	04	que	direct
romanos	2	12	05	ἀνόμως	05	han	direct
romanos	2	12	06	καὶ	06,07	pecado sin	expanded
romanos	2	12	07	ἀπολοῦνται·	08	la	direct
romanos	2	12	08	καὶ	09,10	ley, sin	expanded
romanos	2	12	09	ὅσοι	11	la	direct
romanos	2	12	10	ἐν	12,13,14	ley también perecerán;	expanded
romanos	2	12	11	νόμῳ	15	y	direct
romanos	2	12	12	ἥμαρτον,	16	todos	direct
romanos	2	12	13	διὰ	17,18,19	los que han	expanded
romanos	2	12	14	νόμου	20	pecado	direct
romanos	2	12	15	κριθήσονται·	21	bajo	direct
